Energy;Tempo en  BPM;Danceability;Playlist_genre2;Valence;Track_artist;Track_popularity;Playlist_name;Track_name;Track_album_release_date;Mode;Key;Duration_minutes;Acousticness;Playlist_subgenre2
76%;140;88%;Gaming;89%;Central Cee, Lil Baby;81;Top Gaming Tracks;BAND4BAND (feat. Lil Baby);23/05/24;1;11;2;36%;Modern
62%;120;86%;Gaming;80%;Charli xcx;81;Top Gaming Tracks;360;07/06/24;1;0;2;65%;Modern
95%;150;67%;Gaming;56%;Dimitri Vegas & Like Mike, Tii´sto, Dido, W&W, Dimitri Vegas, Like Mike;81;Top Gaming Tracks;Thank You (Not So Bad);01/12/23;1;11;2;2%;Modern
89%;127;94%;Gaming;89%;Eminem;81;Top Gaming Tracks;Houdini;31/05/24;0;9;4;3%;Modern
75%;165;81%;Gaming;83%;Eminem, Juice WRLD;81;Top Gaming Tracks;Godzilla (feat. Juice WRLD);17/01/20;0;10;4;15%;Modern
56%;104;94%;Gaming;61%;Jack Harlow;81;Top Gaming Tracks;Lovin On Me;10/11/23;1;2;2;0%;Modern
75%;155;73%;Gaming;40%;Lil Uzi Vert;81;Top Gaming Tracks;XO Tour Llif3;25/08/17;0;11;3;0%;Modern
63%;121;76%;Gaming;28%;Lost Frequencies, Calum Scott;81;Top Gaming Tracks;Where Are You Now;10/11/23;0;6;2;51%;Modern
76%;129;63%;Gaming;79%;Marshmello, Kane Brown;81;Top Gaming Tracks;Miles On It;03/05/24;1;5;3;1%;Modern
59%;116;90%;Gaming;64%;Roddy Ricch;81;Top Gaming Tracks;The Box;06/12/19;0;10;3;10%;Modern
54%;128;92%;Gaming;71%;XXXTENTACION;81;Top Gaming Tracks;Moonlight;16/03/18;0;9;2;56%;Modern
74%;120;77%;Gaming;19%;Zerb, The Chainsmokers, Ink;81;Top Gaming Tracks;Addicted;29/03/24;0;5;3;2%;Modern
72%;910;70%;Gaming;73%;24kGoldn, iann dior;80;Top Gaming Tracks;Mood (feat. iann dior);26/03/21;0;7;2;17%;Modern
67%;165;53%;Gaming;37%;Drake, 21 Savage;80;Top Gaming Tracks;Jimmy Cooks (feat. 21 Savage);17/06/22;1;0;4;0%;Modern
77%;129;68%;Gaming;50%;Eternxlkz;80;Top Gaming Tracks;SLAY!;15/03/24;1;1;2;9%;Modern
51%;805;83%;Gaming;64%;Sleepy Hallow;80;Top Gaming Tracks;2055;02/06/21;0;6;2;49%;Modern
68%;139;92%;Gaming;71%;Dave, Central Cee;79;Top Gaming Tracks;Sprinter;01/06/23;1;1;4;26%;Modern
80%;122;70%;Gaming;4%;Disclosure, Eliza Doolittle, Rivo;79;Top Gaming Tracks;You & Me - Rivo Remix;22/12/23;0;10;3;58%;Modern
76%;146;62%;Gaming;19%;Jungle;79;Top Gaming Tracks;Back On 74;11/08/23;0;10;3;21%;Modern
58%;116;71%;Gaming;53%;Metro Boomin, Future, Chris Brown;79;Top Gaming Tracks;Superhero (Heroes & Villains) [with Future & Chris Brown];02/12/22;0;5;3;14%;Modern
75%;127;67%;Gaming;54%;Sonny Fodera, Jazzy, D.O.D;79;Top Gaming Tracks;Somedays;26/07/24;0;4;3;2%;Modern
51%;960;80%;Gaming;44%;Bryson Tiller;78;Top Gaming Tracks;Whatever She Wants;13/02/24;0;9;3;13%;Modern
59%;120;57%;Gaming;43%;d4vd;78;Top Gaming Tracks;Feel It - From The Original Series ‚ÄúInvincible‚Äù;28/03/24;1;8;3;3%;Modern
57%;759;57%;Gaming;53%;JID, 21 Savage, Baby Tate;78;Top Gaming Tracks;Surround Sound (feat. 21 Savage & Baby Tate);31/10/22;0;7;4;16%;Modern
64%;139;83%;Gaming;14%;Kendrick Lamar;78;Top Gaming Tracks;euphoria;30/04/24;1;1;6;5%;Modern
45%;900;90%;Gaming;61%;Tommy Richman;78;Top Gaming Tracks;DEVIL IS A LIE;14/06/24;1;9;2;17%;Modern
57%;140;91%;Gaming;97%;Central Cee;77;Top Gaming Tracks;Doja;21/07/22;1;6;16;38%;Modern
93%;880;78%;Gaming;64%;Chase & Status, Stormzy;77;Top Gaming Tracks;BACKBONE;08/08/24;1;2;3;29%;Modern
83%;750;77%;Gaming;19%;Creeds;77;Top Gaming Tracks;Push Up - Main Edit;31/03/23;1;7;2;21%;Modern
96%;130;82%;Gaming;50%;CURSEDEVIL, DJ FKU, Skorde;77;Top Gaming Tracks;TUCA DONKA;28/07/23;1;1;13;7%;Modern
56%;999;86%;Gaming;73%;Doja Cat;77;Top Gaming Tracks;Paint The Town Red;20/09/23;0;2;4;26%;Modern
63%;130;85%;Gaming;59%;Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone;77;Top Gaming Tracks;Somebody (2024);09/02/24;1;0;3;2%;Modern
62%;117;74%;Gaming;93%;Hozier;77;Top Gaming Tracks;Too Sweet;22/03/24;1;10;4;3%;Modern
52%;169;63%;Gaming;42%;Kenya Grace;77;Top Gaming Tracks;Strangers;01/09/23;0;11;3;70%;Modern
64%;130;54%;Gaming;22%;LXNGVX;77;Top Gaming Tracks;Montagem Mysterious Game;01/12/23;1;1;2;15%;Modern
80%;130;88%;Gaming;80%;S3BZS, Mc Gw, Mc Menor Do Alvorada;77;Top Gaming Tracks;MONTAGEM - PR FUNK;01/05/23;1;9;10;73%;Modern
93%;109;76%;Gaming;70%;xxanteria, isq;77;Top Gaming Tracks;FUNKED UP - SLOWED;19/01/24;0;11;2;0%;Modern
82%;125;69%;Gaming;89%;Alok, Ella Eyre, Kenny Dope, Never Dull;76;Top Gaming Tracks;Deep Down (feat. Never Dull);17/06/22;1;0;3;1%;Modern
69%;123;76%;Gaming;38%;Doja Cat;76;Top Gaming Tracks;Agora Hills;20/09/23;0;8;4;18%;Modern
67%;136;67%;Gaming;14%;Drake, Yeat;76;Top Gaming Tracks;IDGAF (feat. Yeat);06/10/23;1;8;4;5%;Modern
92%;151;83%;Gaming;85%;Dyan Dxddy;76;Top Gaming Tracks;CUTE DEPRESSED;02/02/24;0;10;16;50%;Modern
78%;108;58%;Gaming;59%;Kygo, Ava Max;76;Top Gaming Tracks;Whatever;19/01/24;1;3;3;10%;Modern
54%;158;65%;Gaming;25%;Rich Amiri;76;Top Gaming Tracks;ONE CALL;17/11/23;1;1;2;1%;Modern
74%;130;59%;Gaming;59%;Eternxlkz;75;Top Gaming Tracks;BRODYAGA FUNK;17/11/23;0;11;2;27%;Modern
90%;129;69%;Gaming;36%;Lil Uzi Vert, sped up nightcore, ARIZONATEARS;75;Top Gaming Tracks;Watch This - ARIZONATEARS Pluggnb Remix;05/02/23;0;11;3;1%;Modern
97%;149;63%;Gaming;40%;Marnik, Naeleck, VINAI;75;Top Gaming Tracks;Boyz In Paris (with VINAI);28/07/23;1;1;3;4%;Modern
81%;150;61%;Gaming;69%;ZWE1HVNDXR, yatashigang;75;Top Gaming Tracks;LOVELY BASTARDS;25/08/23;1;1;2;83%;Modern
53%;774;82%;Gaming;21%;A$AP Rocky;74;Top Gaming Tracks;Tailor Swif;30/08/24;1;8;3;15%;Modern
85%;135;72%;Gaming;77%;Bibi Babydoll, Dj Brunin XM, KZA Produißiµes;74;Top Gaming Tracks;Automotivo Bibi Fogosa;10/11/23;1;9;2;26%;Modern
66%;163;48%;Gaming;25%;Drake, J. Cole;74;Top Gaming Tracks;First Person Shooter (feat. J. Cole);06/10/23;0;11;4;3%;Modern
74%;114;77%;Gaming;57%;Imagine Dragons;74;Top Gaming Tracks;Bones;11/03/22;0;5;3;2%;Modern
78%;128;81%;Gaming;82%;PAWSA;74;Top Gaming Tracks;TOO COOL TO BE CARELESS;05/07/24;0;1;4;0%;Modern
76%;165;68%;Gaming;33%;21 Savage, Travis Scott, Metro Boomin;73;Top Gaming Tracks;n√©e-nah;12/01/24;1;1;4;0%;Modern
85%;106;82%;Gaming;69%;bbno$, Rich Brian;73;Top Gaming Tracks;edamame;08/10/21;0;4;2;2%;Modern
90%;125;76%;Gaming;76%;FISHER, Kita Alexander;73;Top Gaming Tracks;Atmosphere;11/08/23;1;8;3;1%;Modern
64%;754;65%;Gaming;27%;Key Glock;73;Top Gaming Tracks;Let's Go;23/06/23;1;8;2;0%;Modern
77%;145;59%;Gaming;49%;League of Legends, NewJeans;73;Top Gaming Tracks;GODS;04/10/23;0;3;4;1%;Modern
92%;154;74%;Gaming;30%;Memphis Cult, Groove Dealers, SPLYXER;73;Top Gaming Tracks;9mm;23/02/23;1;0;14;0%;Modern
86%;146;59%;Gaming;61%;Odetari;73;Top Gaming Tracks;GOOD LOYAL THOTS;15/03/23;1;6;2;6%;Modern
55%;118;76%;Gaming;11%;Yeat;73;Top Gaming Tracks;Breathe;16/02/24;1;11;3;3%;Modern
72%;119;77%;Hip-Hop;57%;The Weeknd, Playboi Carti;92;RapCaviar;Timeless (with Playboi Carti);27/09/24;0;11;4;6%;Modern
72%;119;77%;Hip-Hop;57%;The Weeknd, Playboi Carti;92;Chill Hop;Timeless (with Playboi Carti);27/09/24;0;11;4;6%;Chill
56%;785;56%;Hip-Hop;62%;Tyler, The Creator, Kali Uchis;90;Chill Hop;See You Again (feat. Kali Uchis);21/07/17;1;6;3;37%;Chill
47%;101;90%;Hip-Hop;21%;Kendrick Lamar;88;RapCaviar;Not Like Us;04/05/24;1;1;5;1%;Modern
47%;101;90%;Hip-Hop;21%;Kendrick Lamar;88;Gangster Rap;Not Like Us;04/05/24;1;1;5;1%;Gangster
81%;800;51%;Hip-Hop;66%;Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne;88;RapCaviar;Sticky (feat. GloRilla, Sexyy Red & Lil Wayne);28/10/24;1;1;4;29%;Modern
88%;825;66%;Hip-Hop;51%;Tyler, The Creator;87;RapCaviar;Rah Tah Tah;28/10/24;1;1;3;0%;Modern
82%;975;37%;Hip-Hop;36%;Tyler, The Creator, Teezo Touchdown;87;Chill Hop;Darling, I (feat. Teezo Touchdown);28/10/24;0;3;4;36%;Chill
63%;119;76%;Hip-Hop;32%;Don Toliver;85;RapCaviar;NEW DROP;14/06/24;0;4;4;19%;Modern
75%;180;46%;Hip-Hop;26%;Hanumankind, Kalmi;85;Desi Hip-Hop;Big Dawgs;09/07/24;0;4;3;2%;Desi
86%;129;77%;Hip-Hop;64%;Tyler, The Creator, ScHoolboy Q, Santigold;85;RapCaviar;Thought I Was Dead (feat. ScHoolboy Q & Santigold);28/10/24;0;10;3;36%;Modern
65%;141;47%;Hip-Hop;10%;A$AP Rocky, Imogen Heap, Clams Casino;84;Chill Hop;I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino);18/08/23;1;2;3;8%;Chill
55%;144;64%;Hip-Hop;11%;Future, Metro Boomin, Travis Scott, Playboi Carti;84;RapCaviar;Type Shit;22/03/24;1;2;4;2%;Modern
55%;144;64%;Hip-Hop;11%;Future, Metro Boomin, Travis Scott, Playboi Carti;84;Gangster Rap;Type Shit;22/03/24;1;2;4;2%;Gangster
57%;120;67%;Hip-Hop;27%;Lil Peep, XXXTENTACION;84;Chill Hop;Falling Down - Bonus Track;09/11/18;0;4;3;2%;Chill
25%;139;75%;Hip-Hop;18%;XXXTENTACION;84;Chill Hop;Revenge;25/08/17;0;11;2;78%;Chill
53%;131;80%;Hip-Hop;33%;XXXTENTACION, Trippie Redd;84;Chill Hop;Fuck Love;25/08/17;0;0;2;2%;Chill
68%;162;81%;Hip-Hop;31%;Future, Metro Boomin, Kendrick Lamar;83;Trap;Like That;22/03/24;0;11;4;1%;Trap
53%;161;67%;Hip-Hop;20%;Juice WRLD;83;Melodic Rap;All Girls Are The Same;10/12/18;1;0;3;8%;Melodic
63%;904;64%;Hip-Hop;43%;Kanye West, Dwele;83;Chill Hop;Flashing Lights;11/09/07;0;6;4;4%;Chill
68%;117;60%;Hip-Hop;26%;PARTYNEXTDOOR;83;Chill Hop;Break from Toronto;01/07/13;1;9;17;2%;Chill
76%;120;70%;Hip-Hop;55%;Post Malone;83;Melodic Rap;Circles;06/09/19;1;0;4;19%;Melodic
67%;879;57%;Hip-Hop;15%;Metro Boomin, Future, Don Toliver;82;Trap;Too Many Nights (feat. Don Toliver & with Future);02/12/22;0;7;3;19%;Trap
62%;119;46%;Hip-Hop;28%;Travis Scott;82;Chill Hop;MY EYES;28/07/23;0;0;4;65%;Chill
76%;140;88%;Hip-Hop;89%;Central Cee, Lil Baby;81;Gangster Rap;BAND4BAND (feat. Lil Baby);23/05/24;1;11;2;36%;Gangster
78%;934;82%;Hip-Hop;53%;Dr. Dre, Snoop Dogg;81;90s Hip-Hop;Still D.R.E.;16/11/99;1;11;5;16%;90S
43%;150;83%;Hip-Hop;28%;Future;81;Gangster Rap;Mask Off;30/06/17;1;2;3;1%;Gangster
43%;150;83%;Hip-Hop;28%;Future;81;Trap;Mask Off;30/06/17;1;2;3;1%;Trap
75%;155;73%;Hip-Hop;40%;Lil Uzi Vert;81;Melodic Rap;XO Tour Llif3;25/08/17;0;11;3;0%;Melodic
66%;143;76%;Hip-Hop;21%;Playboi Carti;81;RapCaviar;ALL RED;13/09/24;0;9;2;11%;Modern
73%;155;83%;Hip-Hop;45%;Travis Scott;81;Trap;SICKO MODE;03/08/18;1;8;5;1%;Trap
57%;129;73%;Hip-Hop;69%;XXXTENTACION;81;Chill Hop;Everybody Dies In Their Nightmares;25/08/17;0;7;16;85%;Chill
73%;130;85%;Hip-Hop;20%;21 Savage, Metro Boomin;80;Gangster Rap;Glock In My Lap;02/10/20;0;10;3;1%;Gangster
46%;111;81%;Hip-Hop;36%;Drake;80;Chill Hop;Passionfruit;18/03/17;1;11;5;26%;Chill
67%;165;53%;Hip-Hop;37%;Drake, 21 Savage;80;Gangster Rap;Jimmy Cooks (feat. 21 Savage);17/06/22;1;0;4;0%;Gangster
49%;110;78%;Hip-Hop;9%;Future;80;Trap;Solo;27/07/17;0;5;4;5%;Trap
61%;134;71%;Hip-Hop;14%;Baby Keem, Kendrick Lamar;79;Gangster Rap;family ties (with Kendrick Lamar);10/09/21;1;1;4;1%;Gangster
57%;146;69%;Hip-Hop;29%;Drake;79;RapCaviar;Circadian Rhythm;30/08/24;0;1;2;19%;Modern
75%;869;67%;Hip-Hop;92%;Kanye West, Chris Martin;79;Chill Hop;Homecoming;11/09/07;1;1;3;34%;Chill
66%;112;90%;Hip-Hop;39%;Lil Baby, Gunna;79;Melodic Rap;Drip Too Hard (Lil Baby & Gunna);05/10/18;0;1;2;9%;Melodic
58%;116;71%;Hip-Hop;53%;Metro Boomin, Future, Chris Brown;79;Gangster Rap;Superhero (Heroes & Villains) [with Future & Chris Brown];02/12/22;0;5;3;14%;Gangster
58%;116;71%;Hip-Hop;53%;Metro Boomin, Future, Chris Brown;79;Trap;Superhero (Heroes & Villains) [with Future & Chris Brown];02/12/22;0;5;3;14%;Trap
63%;143;82%;Hip-Hop;42%;21 Savage, Metro Boomin;78;Gangster Rap;Runnin;02/10/20;0;10;3;1%;Gangster
35%;160;74%;Hip-Hop;58%;Childish Gambino;78;Chill Hop;Redbone;02/12/16;1;1;5;18%;Chill
69%;125;85%;Hip-Hop;47%;Drake;78;RapCaviar;No Face;31/08/24;1;10;2;8%;Modern
68%;166;83%;Hip-Hop;68%;GloRilla, Sexyy Red;78;RapCaviar;WHATCHU KNO ABOUT ME (feat. Sexyy Red);11/10/24;1;1;2;0%;Modern
74%;823;80%;Hip-Hop;79%;Ice Cube;78;Chill Hop;It Was A Good Day;17/11/92;0;7;4;33%;Chill
57%;759;57%;Hip-Hop;53%;JID, 21 Savage, Baby Tate;78;Gangster Rap;Surround Sound (feat. 21 Savage & Baby Tate);31/10/22;0;7;4;16%;Gangster
59%;159;82%;Hip-Hop;40%;King Von;78;Gangster Rap;Took Her To The O;06/03/20;1;1;3;1%;Gangster
78%;123;72%;Hip-Hop;53%;Lil Tecca;78;Melodic Rap;500lbs;22/09/23;0;7;2;10%;Melodic
53%;939;83%;Hip-Hop;12%;Polo G;78;Melodic Rap;Martin & Gina;15/05/20;0;1;2;35%;Melodic
70%;939;90%;Hip-Hop;67%;The Notorious B.I.G.;78;90s Hip-Hop;Hypnotize - 2014 Remaster;04/03/97;1;9;4;15%;90S
64%;145;84%;Hip-Hop;27%;21 Savage;77;Chill Hop;a lot;21/12/18;1;1;5;4%;Chill
78%;940;70%;Hip-Hop;57%;Baby Keem;77;Melodic Rap;16;10/09/21;1;1;3;9%;Melodic
57%;140;91%;Hip-Hop;97%;Central Cee;77;UK Drill;Doja;21/07/22;1;6;16;38%;Drill
41%;131;77%;Hip-Hop;21%;Chief Keef;77;Gangster Rap;Love Sosa;01/01/12;0;0;4;4%;Gangster
41%;131;77%;Hip-Hop;21%;Chief Keef;77;Trap;Love Sosa;01/01/12;0;0;4;4%;Trap
28%;970;77%;Hip-Hop;14%;Drake;77;Chill Hop;Teenage Fever;18/03/17;0;8;4;11%;Chill
75%;131;86%;Hip-Hop;30%;Future;77;RapCaviar;LIL DEMON;20/09/24;1;11;2;0%;Modern
66%;124;88%;Hip-Hop;28%;Future;77;Trap;PUFFIN ON ZOOTIEZ;29/04/22;1;8;3;6%;Trap
65%;163;67%;Hip-Hop;24%;Juice WRLD;77;Melodic Rap;Lean Wit Me;10/12/18;1;1;3;4%;Melodic
49%;127;96%;Hip-Hop;11%;Lil Baby;77;Gangster Rap;Pure Cocaine;30/11/18;0;10;3;0%;Gangster
59%;125;73%;Hip-Hop;15%;NLE Choppa, 41, Kyle Richh;77;RapCaviar;Or What;06/09/24;0;1;3;12%;Modern
54%;999;83%;Hip-Hop;39%;Post Malone;77;Melodic Rap;Wow.;06/09/19;0;11;2;14%;Melodic
82%;948;67%;Hip-Hop;68%;Dr. Dre, Snoop Dogg;76;Hip-Hop Drive;"Nuthin' But A ""G"" Thang";15/12/92;0;11;4;0%;Modern
82%;948;67%;Hip-Hop;68%;Dr. Dre, Snoop Dogg;76;90s Hip-Hop;"Nuthin' But A ""G"" Thang";15/12/92;0;11;4;0%;90S
72%;139;78%;Hip-Hop;29%;Drake, Young Thug, 21 Savage;76;RapCaviar;It's Up (feat. Young Thug & 21 Savage);30/08/24;1;1;5;3%;Modern
51%;130;87%;Hip-Hop;51%;Gunna;76;RapCaviar;HIM ALL ALONG;18/10/24;0;4;3;20%;Modern
51%;130;87%;Hip-Hop;51%;Gunna;76;Melodic Rap;HIM ALL ALONG;18/10/24;0;4;3;20%;Melodic
52%;928;75%;Hip-Hop;60%;Ice Cube;76;Chill Hop;You Know How We Do It;07/12/93;0;10;4;10%;Chill
76%;800;44%;Hip-Hop;21%;Kanye West, Rick Ross;76;Chill Hop;Devil In A New Dress;22/11/10;0;8;6;2%;Chill
66%;184;67%;Hip-Hop;38%;Lil Uzi Vert;76;RapCaviar;Chill Bae;01/11/24;1;3;2;11%;Modern
66%;184;67%;Hip-Hop;38%;Lil Uzi Vert;76;Melodic Rap;Chill Bae;01/11/24;1;3;2;11%;Melodic
81%;142;55%;Hip-Hop;65%;Pop Smoke;76;Gangster Rap;Dior;26/07/19;1;7;4;21%;Gangster
50%;639;43%;Hip-Hop;27%;Rod Wave;76;RapCaviar;25;11/10/24;1;0;3;29%;Modern
73%;979;83%;Hip-Hop;62%;21 Savage, Metro Boomin, Young Thug;75;Gangster Rap;Rich Nigga Shit (feat. Young Thug);02/10/20;0;1;3;35%;Gangster
59%;130;89%;Hip-Hop;95%;Aaron May;75;Chill Hop;I'm Good Luv, Enjoy.;28/02/19;1;11;2;8%;Chill
36%;836;71%;Hip-Hop;57%;AUR;75;Desi Hip-Hop;Tu hai kahan;16/10/23;1;1;4;44%;Desi
81%;144;63%;Hip-Hop;54%;Juice WRLD, Marshmello;75;Melodic Rap;Come & Go (with Marshmello);10/07/20;1;0;3;2%;Melodic
78%;171;46%;Hip-Hop;45%;Karan Aujla, Mxrci;75;Desi Hip-Hop;Winning Speech;16/05/24;0;11;4;13%;Desi
67%;139;79%;Hip-Hop;41%;Kendrick Lamar;75;Gangster Rap;N95;13/05/22;1;1;3;38%;Gangster
73%;156;73%;Hip-Hop;41%;King Von;75;Gangster Rap;Crazy Story, Pt. 3;20/09/19;0;11;3;0%;Gangster
35%;119;96%;Hip-Hop;56%;Lil Baby, Drake;75;Trap;Yes Indeed;18/05/18;0;5;2;4%;Trap
67%;943;58%;Hip-Hop;46%;Matu, Veigh;75;Trap;Imagina esse Cen√°rio;09/09/24;1;1;3;31%;Trap
88%;169;49%;Hip-Hop;39%;Post Malone;75;Melodic Rap;Chemical;14/04/23;1;2;3;0%;Melodic
63%;899;74%;Hip-Hop;36%;Shubh;75;Desi Hip-Hop;Cheques;19/05/23;0;4;3;26%;Desi
51%;144;85%;Hip-Hop;88%;Shubh;75;Desi Hip-Hop;One Love;18/08/23;1;7;3;28%;Desi
63%;950;87%;Hip-Hop;72%;2Pac;74;90s Hip-Hop;Do For Love;01/01/97;1;1;5;6%;90S
63%;950;87%;Hip-Hop;72%;2Pac;74;Chill Hop;Do For Love;01/01/97;1;1;5;6%;Chill
53%;774;82%;Hip-Hop;21%;A$AP Rocky;74;RapCaviar;Tailor Swif;30/08/24;1;8;3;15%;Modern
62%;840;78%;Hip-Hop;92%;Dhanda Nyoliwala;74;Desi Hip-Hop;Russian Bandana;12/09/24;0;1;3;30%;Desi
58%;124;92%;Hip-Hop;19%;Future;74;RapCaviar;TEFLON DON;20/09/24;1;11;3;0%;Modern
69%;119;82%;Hip-Hop;71%;GIMS, DYSTINCT;74;French Rap Classics;SPIDER;10/05/24;0;9;3;8%;French
50%;860;89%;Hip-Hop;54%;Meek Mill, Drake;74;Trap;Going Bad (feat. Drake);30/11/18;0;4;3;26%;Trap
79%;938;76%;Hip-Hop;50%;Mobb Deep;74;90s Hip-Hop;Shook Ones, Pt. II;25/04/95;0;10;5;1%;90S
51%;999;54%;Hip-Hop;50%;Ms. Lauryn Hill;74;90s Hip-Hop;Doo Wop (That Thing);25/08/98;0;2;5;4%;90S
65%;150;55%;Hip-Hop;16%;Post Malone, Young Thug;74;Melodic Rap;Goodbyes (feat. Young Thug);06/09/19;1;5;3;46%;Melodic
76%;165;68%;Hip-Hop;33%;21 Savage, Travis Scott, Metro Boomin;73;Gangster Rap;n√©e-nah;12/01/24;1;1;4;0%;Gangster
65%;127;95%;Hip-Hop;96%;A Boogie Wit da Hoodie;73;Melodic Rap;Still Think About You;16/09/16;1;5;4;22%;Melodic
45%;136;58%;Hip-Hop;10%;Drake, Lil Baby;73;Gangster Rap;Wants and Needs (feat. Lil Baby);05/03/21;1;1;3;6%;Gangster
64%;135;85%;Hip-Hop;62%;Duki, Headie One;73;Trap;Brindis;31/10/24;1;0;3;23%;Trap
53%;120;79%;Hip-Hop;15%;Future;73;RapCaviar;PLUTOSKI;20/09/24;1;9;3;14%;Modern
64%;828;68%;Hip-Hop;44%;J. Cole;73;Chill Hop;Love Yourz;09/12/14;1;8;4;59%;Chill
40%;780;73%;Hip-Hop;41%;Juice WRLD;73;RapCaviar;Both Ways;14/10/24;0;5;3;27%;Modern
42%;959;85%;Hip-Hop;46%;Kendrick Lamar;73;Chill Hop;Rich Spirit;13/05/22;0;10;3;43%;Chill
73%;149;84%;Hip-Hop;58%;Key Glock;73;Gangster Rap;Ambition For Cash;05/11/21;0;7;2;1%;Gangster
74%;998;70%;Hip-Hop;40%;Lazza, Lil Baby;73;Trap;CANZONE D'ODIO (feat. Lil Baby);19/09/24;0;10;3;17%;Trap
76%;147;65%;Hip-Hop;31%;Lil Tecca, Don Toliver;73;RapCaviar;I CAN‚ÄôT LET GO;20/09/24;1;8;3;1%;Modern
67%;179;68%;Hip-Hop;45%;Lil Tecca, Juice WRLD;73;Melodic Rap;Ransom (with Juice WRLD) - Remix;30/08/19;0;2;3;1%;Melodic
52%;120;57%;Hip-Hop;32%;Lil Tjay;73;Melodic Rap;F.N;11/10/19;0;6;4;35%;Melodic
69%;140;64%;Hip-Hop;43%;Lil Uzi Vert;73;RapCaviar;Light Year (Practice);01/11/24;0;1;3;2%;Modern
71%;174;58%;Hip-Hop;58%;Luniz, Michael Marshall;73;90s Hip-Hop;I Got 5 On It;04/07/95;0;10;4;21%;90S
54%;141;52%;Hip-Hop;18%;Mac Miller;73;Chill Hop;Self Care;03/08/18;1;1;6;37%;Chill
88%;920;75%;Hip-Hop;58%;Matu;73;Trap;1993;09/09/24;1;11;2;46%;Trap
55%;970;81%;Hip-Hop;24%;Mustard, Roddy Ricch;73;Melodic Rap;Ballin' (with Roddy Ricch);28/06/19;1;7;3;39%;Melodic
53%;118;57%;Hip-Hop;37%;Paulo Londra, Lenny Tavi°rez;73;Trap;Nena Maldici√≥n (feat. Lenny Tav√°rez);23/05/19;1;6;4;19%;Trap
80%;139;50%;Hip-Hop;27%;Post Malone, Ozzy Osbourne, Travis Scott;73;Melodic Rap;Take What You Want (feat. Ozzy Osbourne & Travis Scott);06/09/19;0;1;4;9%;Melodic
71%;785;75%;Hip-Hop;56%;Real Boston Richey;73;RapCaviar;Help Me;31/05/24;1;6;3;16%;Modern
72%;899;72%;Hip-Hop;91%;Shubh;73;Desi Hip-Hop;Bandana;29/03/24;0;6;3;5%;Desi
82%;960;89%;Hip-Hop;78%;The Notorious B.I.G.;73;90s Hip-Hop;Juicy - 2005 Remaster;13/09/94;1;9;5;47%;90S
65%;142;49%;Hip-Hop;85%;Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign;73;Chill Hop;WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign);25/06/21;0;0;2;27%;Chill
37%;140;74%;Hip-Hop;24%;YNW Melly;73;Melodic Rap;Suicidal;22/11/19;0;9;4;33%;Melodic
80%;675;28%;Hip-Hop;55%;A$AP Rocky, Joe Fox, Kanye West;72;Chill Hop;Jukebox Joints (feat. Joe Fox & Kanye West);26/05/15;0;2;5;30%;Chill
60%;113;88%;Hip-Hop;69%;Bad Bunny;72;Trap;BOOKER T;27/11/20;1;7;3;11%;Trap
72%;128;76%;Hip-Hop;56%;Bad Bunny, Bryant Myers;72;Trap;Pa Ti;02/01/17;1;1;3;35%;Trap
62%;941;90%;Hip-Hop;87%;Big Pun, Joe;72;90s Hip-Hop;Still Not a Player (feat. Joe) - Radio Version;28/04/98;0;4;4;20%;90S
41%;146;75%;Hip-Hop;48%;Central Cee;72;UK Drill;LET GO;15/12/22;0;2;3;85%;Drill
71%;117;97%;Hip-Hop;33%;Doechii;72;RapCaviar;NISSAN ALTIMA;30/08/24;0;11;2;10%;Modern
58%;148;80%;Hip-Hop;17%;Duki, Wiz Khalifa, Arci°ngel;72;Trap;Wake Up & Bake Up;31/10/24;1;1;3;2%;Trap
73%;174;55%;Hip-Hop;63%;Kendrick Lamar;72;Chill Hop;DUCKWORTH.;14/04/17;1;7;4;5%;Chill
59%;188;70%;Hip-Hop;23%;King Von;72;Gangster Rap;Armed & Dangerous;30/10/20;1;1;2;15%;Gangster
56%;148;69%;Hip-Hop;19%;Lil Tecca;72;Melodic Rap;Did It Again;30/08/19;0;10;2;19%;Melodic
86%;765;58%;Hip-Hop;83%;Lil Yachty;72;Chill Hop;A Cold Sunday;02/02/24;0;9;2;30%;Chill
44%;120;84%;Hip-Hop;19%;Mac Miller, Miguel;72;Chill Hop;Weekend (feat. Miguel);18/09/15;1;8;3;47%;Chill
84%;954;86%;Hip-Hop;79%;MF DOOM, Pebbles The Invisible Girl;72;Chill Hop;Doomsday;19/10/99;0;6;5;10%;Chill
70%;129;92%;Hip-Hop;48%;NLE Choppa;72;RapCaviar;Gang Baby;27/09/24;1;11;2;1%;Modern
69%;121;73%;Hip-Hop;46%;Playboi Carti, Don Toliver, Kodak Black;72;RapCaviar;FIELD TRIP;03/08/24;0;11;3;5%;Modern
50%;819;67%;Hip-Hop;13%;Post Malone;72;Chill Hop;Go Flex;09/12/16;1;5;3;23%;Chill
